Column1,abv,ibu,id,name,style,brewery_id,ounces
373,0.07,80,1289,Bozone HopZone IPA,American IPA,219,12
380,0.062,68,193,Lucky U IPA,American IPA,391,12
383,0.072,60,1801,Last Stop IPA,American IPA,308,12
391,0.06,,2597,Linnaeus Mango IPA,American IPA,10,16
456,0.061,64,648,Fairweather IPA,American IPA,493,12
483,0.072,86,2158,3:33 Black IPA,American IPA,24,16
484,0.068,,2072,MCA,American IPA,24,16
489,0.068,,51,Snapperhead IPA,American IPA,556,12
496,0.077,,2653,HopArt,American IPA,5,16
501,0.068,100,1442,F5 IPA,American IPA,182,16
504,0.068,100,2315,Hopportunity Knocks IPA,American IPA,155,12
509,0.061,94,793,Caldera IPA (2009),American IPA,155,12
510,0.061,94,792,Caldera IPA (2007),American IPA,155,12
517,0.061,94,36,Caldera IPA,American IPA,155,12
519,0.065,,2256,Flower Child (2014),American IPA,178,12
526,0.055,64,2066,Fisherman's IPA,American IPA,230,12
534,0.056,55,1954,Ghost Ship White IPA,American IPA,192,12
536,0.062,70,1177,Mutiny IPA,American IPA,192,12
551,0.042,35,1439,Boat Beer,American IPA,222,12
555,0.052,,1743,Firewater India Pale Ale,American IPA,331,12
559,0.052,,507,Firewater India Pale Ale,American IPA,331,12
567,0.068,70,2052,Dankosaurus,American IPA,29,16
578,0.072,85,1648,Lucky Day IPA,American IPA,350,16
584,0.07,65,1933,Missile IPA,American IPA,236,12
591,0.057,58,2380,IPA #11,American IPA,121,16
599,0.062,65,2014,Operation Homefront,American IPA,141,12
604,0.045,,2009,Happening Now,American IPA,141,12
605,0.07,60,1726,Hopped on the High Seas (Hop #529),American IPA,141,12
606,0.07,60,1725,Hopped on the High Seas (Calypso),American IPA,141,12
608,0.07,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12
609,0.07,60,1693,Hopped on the High Seas (Citra),American IPA,141,12
610,0.07,60,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12
613,0.075,70,1142,Humidor Series India Pale Ale,American IPA,141,12
614,0.075,70,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12
621,0.075,70,546,Jai Alai IPA,American IPA,141,12
627,0.065,,656,Indie Pale Ale,American IPA,145,12
630,0.067,60,1772,Jacaranada Rye IPA,American IPA,320,16
636,0.065,75,2437,Newport Storm IPA,American IPA,101,12
640,0.068,75,970,Des Moines IPA,American IPA,482,16
660,0.065,65,2029,Tropicalia,American IPA,247,12
671,0.06,,271,11th Hour IPA,American IPA,212,12
677,0.063,,1786,Half Court IPA,American IPA,315,16
685,0.065,80,186,The Corruption,American IPA,227,12
688,0.065,,1224,Dank IPA,American IPA,451,16
689,0.065,,964,Dank IPA (2012),American IPA,451,16
690,0.072,,1623,Lift Off IPA,American IPA,358,16
703,0.07,70,943,Deep Ellum IPA,American IPA,127,12
704,0.045,44,1886,Thrasher Session India Pale Ale,American IPA,283,12
708,0.065,71,947,Twister Creek India Pale Ale,American IPA,453,12
710,0.07,,1944,Incredible Pedal IPA,American IPA,263,12
715,0.063,76,2025,Vertex IPA,American IPA,57,12
724,0.071,85,730,California Sunshine Rye IPA,American IPA,491,16
727,0.065,72,1795,Filthy Hoppin' IPA,American IPA,311,16
737,0.066,100,881,Hop Abomination,American IPA,496,12
741,0.061,64,1685,Category 3 IPA,American IPA,340,12
744,0.078,74,1382,Crank Yanker IPA,American IPA,369,16
749,0.078,74,395,Crank Yanker IPA (2011),American IPA,369,16
757,0.062,,2003,Escape to Colorado,American IPA,81,12
758,0.043,60,2292,Little Sister India Style Session Ale,American IPA,170,12
759,0.062,80,1504,Country Boy IPA,American IPA,170,12
769,0.027,,1286,Bikini Beer,American IPA,173,12
773,0.067,70,1434,Wood Chipper India Pale Ale,American IPA,335,12
775,0.07,80,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16
780,0.07,70,1451,Moirai India Pale Ale,American IPA,405,16
783,0.051,,1022,Quaff India Style Session Ale,American IPA,201,16
801,0.075,,481,Threadless IPA,American IPA,256,16
804,0.045,47,2569,Easy Jack,American IPA,48,12
805,0.075,75,2463,Union Jack,American IPA,48,12
811,0.06,104,1610,Half Cycle IPA,American IPA,16,16
812,,,520,Inclined Plane Ale,American IPA,532,12
814,0.071,60,608,Snake Dog IPA,American IPA,521,12
817,0.07,70,2566,Flying Mouse 4,American IPA,50,12
819,0.06,,983,Backyahd IPA,American IPA,279,12
823,0.069,65,2110,1916 Shore Shiver,American IPA,217,12
825,0.062,,2171,The Optimist,American IPA,206,12
826,0.045,,1911,Suicide Squeeze IPA,American IPA,206,16
827,0.065,,1803,Java the Hop,American IPA,206,16
829,0.067,,1515,3-Way IPA (2013),American IPA,206,16
835,0.074,97,318,Vortex IPA,American IPA,206,16
840,0.063,42,2658,Villager,American IPA,4,12
842,0.072,65,1565,Centennial IPA,American IPA,15,12
843,0.047,42,1223,All Day IPA,American IPA,15,12
844,0.076,73,1874,El Chingon IPA,American IPA,287,12
849,0.06,,2611,The 26th,American IPA,22,16
850,0.064,90,2610,The Gadget,American IPA,22,16
856,0.067,47,358,Hop Knot IPA,American IPA,160,12
864,0.069,69,1556,Batch 69 IPA,American IPA,253,12
872,0.059,70,2521,Soul Doubt,American IPA,66,12
874,0.04,,1174,77 Fremont Select Spring Session IPA,American IPA,460,12
880,0.065,80,857,Interurban IPA,American IPA,460,12
884,0.07,73,2254,Salamander Slam,American IPA,180,16
886,0.072,50,2077,No Wake IPA,American IPA,228,12
889,0.067,70,2426,Clean Shave IPA,American IPA,106,12
892,0.074,74,1777,2020 IPA,American IPA,240,16
893,0.08,70,1698,Wolf Among Weeds IPA,American IPA,240,16
894,0.094,92,1641,Better Weather IPA,American IPA,240,16
895,0.059,60,1490,Point the Way IPA,American IPA,240,16
897,0.068,65,1399,Heal the Bay IPA,American IPA,240,16
898,0.059,60,1296,Point the Way IPA,American IPA,240,12
901,0.08,70,750,Burning Bush Smoked IPA,American IPA,240,16
902,0.08,70,749,Wolf Among Weeds IPA (2012),American IPA,240,16
903,0.059,60,549,Point the Way IPA (2012),American IPA,240,16
906,0.07,70,1109,Descender IPA,American IPA,464,12
911,0.06,64,309,Good People IPA,American IPA,478,12
914,0.059,55,2198,Goose Island India Pale Ale,American IPA,196,12
924,,,142,Black Iron India Pale Ale,American IPA,536,12
931,0.062,60,1701,Great Crescent IPA,American IPA,165,16
946,0.062,60,436,Great Crescent IPA (2011),American IPA,165,16
951,0.071,,2647,Rumble,American IPA,6,12
953,0.05,,2645,Lasso,American IPA,6,12
956,0.071,,2642,Titan IPA,American IPA,6,12
973,0.07,70,540,Big Cock IPA,American IPA,365,16
996,0.075,,2139,Norm's Raggedy Ass IPA,American IPA,124,16
998,0.04,55,2007,Norm's Gateway IPA,American IPA,124,12
1001,0.069,67,1857,Supergoose IPA,American IPA,290,12
1003,0.07,,1753,Heyoka IPA,American IPA,327,16
1011,0.07,40,2026,Pursuit,American IPA,248,12
1015,0.075,70,1677,The Great Return,American IPA,343,16
1022,0.059,42,1379,Harpoon IPA,American IPA,234,12
1025,0.059,42,770,Harpoon IPA (2012),American IPA,234,12
1029,0.059,42,126,Harpoon IPA (2010),American IPA,234,12
1040,0.072,45,990,Loose Cannon,American IPA,479,12
1044,0.08,86,1346,Habitus IPA,American IPA,423,16
1059,0.058,45,1833,Hop Farm IPA,American IPA,297,12
1062,0.063,70,1543,Proxima IPA,American IPA,198,12
1065,0.065,90,1353,Alphadelic IPA,American IPA,198,12
1066,0.065,90,499,Alphadelic IPA (2011),American IPA,198,12
1068,0.07,,1501,Green House India Pale Ale,American IPA,395,12
1089,0.066,75,2199,Hopworks IPA,American IPA,80,16
1095,0.066,75,653,Hopworks IPA (2012),American IPA,80,16
1101,0.068,90,1903,Let It Ride IPA,American IPA,277,12
1111,0.07,75,2038,Infamous IPA,American IPA,242,12
1114,0.068,55,558,I-10 IPA,American IPA,527,12
1117,,,1784,Appreciation Ale,American IPA,316,16
1127,0.065,,2363,Hop Ryot,American IPA,92,12
1128,0.07,,689,Mystic Mama IPA,American IPA,92,12
1131,0.069,,2408,Welcome to Scoville,American IPA,114,12
1137,0.06,,1254,JP's Ould Sod Irish Red IPA,American IPA,32,12
1142,0.071,,2163,Sucha Much IPA,American IPA,208,12
1153,0.066,70,463,Hopadillo India Pale Ale,American IPA,125,12
1155,0.06,64,1572,KelSo India Pale Ale,American IPA,342,12
1159,0.068,,349,Sunken Island IPA,American IPA,458,12
1162,0.065,65,759,Double Haul IPA (2009),American IPA,510,16
1163,0.065,65,758,Double Haul IPA (2006),American IPA,510,16
1165,0.065,65,86,Double Haul IPA,American IPA,510,16
1176,0.06,70,1667,King Street IPA,American IPA,102,12
1179,0.063,65,2460,India Pale Ale,American IPA,87,16
1188,0.072,100,664,Elevated IPA,American IPA,332,16
1192,0.068,,2493,I.P. Eh!,American IPA,59,12
1197,0.064,66,1396,Laughing Dog IPA,American IPA,218,12
1198,0.064,95,1675,Madra Allta,American IPA,345,12
1199,0.056,70,1249,Duluchan India Pale Ale,American IPA,345,12
1202,0.057,,474,Tumbleweed IPA,American IPA,537,12
1211,0.065,75,1686,Irregardless IPA,American IPA,298,12
1225,0.055,,2582,Mosaic Single Hop IPA,American IPA,41,16
1226,0.045,,2581,Lost Galaxy,American IPA,41,16
1227,0.062,65,1309,Face Plant IPA,American IPA,430,12
1237,0.061,,355,Lumberyard IPA,American IPA,158,12
1249,0.069,70,1126,Psychopathy,American IPA,91,12
1256,0.065,,75,Epic IPA,American IPA,534,12
1262,0.055,,1624,Manayunk IPA,American IPA,356,12
1269,0.08,88,1673,Manzanita IPA,American IPA,346,12
1274,0.062,,845,Marble India Pale Ale,American IPA,443,12
1275,0.072,,1783,Toughcats IPA,American IPA,317,16
1288,0.065,60,1831,Our Legacy IPA,American IPA,299,12
1290,0.065,60,1135,Our Legacy IPA,American IPA,299,16
1297,0.06,,686,Saranac White IPA,American IPA,299,12
1308,0.068,68,435,Flyin' HI.P.Hay,American IPA,375,12
1312,0.062,65,31,Big Swell IPA,American IPA,375,12
1319,0.072,75,2186,Tsunami IPA,American IPA,203,19.2
1320,0.072,75,2185,Tsunami IPA,American IPA,203,12
1327,0.071,62,1506,Miami Vice IPA,American IPA,393,12
1330,0.063,61,2093,Pleasure Town,American IPA,223,12
1331,0.063,61,1814,Pleasure Town IPA,American IPA,223,12
1334,0.057,70,434,Sockeye Red IPA,American IPA,223,12
1336,0.075,85,2667,Solis,American IPA,3,16
1342,0.08,,2534,Disco Superfly,American IPA,65,24
1343,0.075,,2533,Misty Mountain Hop,American IPA,65,24
1347,0.075,,2529,Love In An Ellavator,American IPA,65,24
1350,0.068,,1611,Better Half,American IPA,363,12
1356,0.075,51,1080,Hop Happy,American IPA,284,16
1375,0.068,66,2441,Mission IPA,American IPA,98,32
1381,0.04,,644,Johnny's American IPA,American IPA,399,16
1385,0.075,85,2159,City of the Sun,American IPA,209,16
1386,0.068,75,2157,Booming Rollers,American IPA,209,16
1408,0.07,70,2208,Lil' Helper,American IPA,188,12
1411,0.072,,625,Desert Magic IPA,American IPA,507,12
1437,0.065,65,1148,Nebraska India Pale Ale,American IPA,337,12
1441,0.066,,1758,County Line IPA,American IPA,325,12
1443,0.045,40,2475,Slow Ride,American IPA,82,12
1444,0.065,70,2230,Ranger IPA,American IPA,82,12
1455,0.065,70,564,Ranger IPA,American IPA,82,16
1457,0.065,70,115,Ranger IPA (Current),American IPA,82,12
1461,0.062,,885,Sea Hag IPA,American IPA,410,12
1470,0.062,,39,Sea Hag IPA (Current),American IPA,410,12
1474,0.065,,486,Hopitoulas IPA,American IPA,174,16
1483,0.072,,915,Green Head IPA,American IPA,495,12
1488,0.072,80,1621,Hop Drop 'N Roll IPA,American IPA,359,16
1493,0.045,50,2692,Get Together,American IPA,0,16
1499,0.069,,1854,Blue Boots IPA,American IPA,293,16
1500,0.063,,1227,Hoppy Bitch IPA,American IPA,450,16
1504,0.043,,1917,Left of the Dial IPA,American IPA,271,12
1507,0.061,66,1258,5 Day IPA,American IPA,442,12
1509,0.067,70,2331,Watershed IPA,American IPA,150,12
1512,0.067,70,999,Watershed IPA (2013),American IPA,150,12
1541,0.075,,891,Overbite IPA,American IPA,301,16
1551,0.049,35,2302,Pinner Throwback IPA,American IPA,166,12
1556,,,1752,Icey.P.A.,American IPA,166,16
1558,,,1750,Birth IPA,American IPA,166,12
1562,0.085,,993,oSKAr the G'Rauch,American IPA,166,19.2
1563,0.085,,992,oSKAr the G'Rauch,American IPA,166,16
1606,0.048,,1684,Hula Hoppie Session IPA,American IPA,341,12
1614,0.062,65,1048,Outlaw IPA,American IPA,307,12
1623,0.065,77,2175,Mound Builder IPA,American IPA,205,12
1624,0.062,62,2168,Amazon Princess IPA,American IPA,205,12
1630,0.065,65,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12
1632,0.05,35,2628,Grapefruit IPA,American IPA,13,12
1643,0.067,74,1402,Mind's Eye PA,American IPA,11,16
1644,0.061,60,2312,Camelback,American IPA,157,12
1647,0.07,75,1384,Elephant Rock IPA,American IPA,355,12
1657,0.07,70,479,Missouri Mule India Pale Ale,American IPA,314,16
1659,0.069,51,1760,GreyBeard™ IPA,American IPA,324,12
1661,0.045,,1589,PONTO S.I.P.A.,American IPA,370,16
1663,0.068,,1191,Swami's India Pale Ale,American IPA,370,16
1667,,,335,Ponderosa IPA,American IPA,548,12
1691,0.062,55,938,Gangway IPA,American IPA,475,12
1694,0.055,45,2515,Pump House IPA,American IPA,68,16
1699,0.065,44,945,Long Hammer IPA,American IPA,487,16
1700,0.065,44,583,Long Hammer IPA,American IPA,487,12
1708,0.07,100,1176,Redacted Rye IPA,American IPA,110,16
1711,0.07,100,636,Ryeteous Rye IPA (2012),American IPA,110,16
1726,0.065,70,415,Anti-Hero IPA,American IPA,44,12
1734,0.072,75,1852,Truth,American IPA,93,12
1741,0.05,55,1771,Lil SIPA,American IPA,321,16
1743,0.05,100,2579,Jah Mon,American IPA,43,12
1746,0.05,,2048,Dayman IPA,American IPA,43,12
1756,0.062,,1099,Old Wylie's IPA,American IPA,43,12
1764,0.07,,158,Cornerstone IPA,American IPA,229,16
1768,0.07,80,1576,RoughTail IPA,American IPA,376,16
1775,0.063,,1782,Kiss Off IPA,American IPA,164,12
1783,0.068,66,1867,Saint Archer IPA,American IPA,288,12
1795,0.07,85,1071,Hop Shock IPA,American IPA,30,12
1801,0.07,85,317,Hop Shock IPA (2010),American IPA,30,12
1816,0.066,,217,Happy Camper IPA,American IPA,392,12
1823,0.045,30,1078,Schlafly IPA,American IPA,428,12
1828,0.074,60,1302,Blur India Pale Ale,American IPA,432,12
1831,0.07,105,918,Frankenlou's IPA,American IPA,494,16
1837,0.07,68,1765,Golden Ratio IPA,American IPA,183,16
1840,0.069,65,1539,Monkey Fist IPA,American IPA,385,12
1845,0.072,65,2239,Torpedo,American IPA,83,12
1851,0.072,65,426,Torpedo,American IPA,83,16
1856,0.068,,160,Ice Pick Ale,American IPA,551,12
1861,0.065,62,2090,Bengali,American IPA,46,24
1865,0.067,74,1591,Autumnation (2013),American IPA,46,16
1869,0.064,62,1385,Bengali Tiger,American IPA,46,16
1880,0.064,62,422,Bengali Tiger (2011),American IPA,46,16
1881,0.045,,1942,Rudie Session IPA,American IPA,264,12
1883,0.068,65,1521,Modus Hoperandi,American IPA,264,12
1892,0.068,65,67,Modus Hoperandi,American IPA,264,12
1894,0.071,92,1609,Initial Point India Pale Ale,American IPA,313,12
1898,0.06,70,2305,Homefront IPA,American IPA,163,12
1901,0.062,,1211,360° India Pale Ale,American IPA,371,12
1906,0.07,113,24,113 IPA,American IPA,371,12
1911,0.07,88,2407,Rule G IPA,American IPA,115,12
1920,0.068,60,393,Pako’s EyePA,American IPA,191,12
1923,0.063,100,1596,Dagger Falls IPA,American IPA,309,12
1924,0.063,100,1595,Dagger Falls IPA,American IPA,309,12
1937,0.063,100,879,Dagger Falls IPA,American IPA,309,12
1939,0.055,40,1971,Texas Pale Ale (TPA),American IPA,257,16
1944,0.055,65,1282,Nice Rack IPA,American IPA,436,16
1945,0.075,72,2362,2014 IPA Cicada Series,American IPA,133,16
1946,0.077,65,2346,Sinister Minister Black IPA,American IPA,133,16
1968,0.047,35,2486,Baby Daddy Session IPA,American IPA,78,12
1978,0.062,,1819,Spiteful IPA,American IPA,175,12
1987,0.065,52,1205,Northern Lights India Pale Ale,American IPA,383,16
1989,0.065,52,368,Northern Lights India Pale Ale,American IPA,383,12
1993,0.065,65,90,Third Eye Pale Ale,American IPA,119,12
1999,0.063,64,2150,Beyond The Pale IPA,American IPA,131,12
2023,0.072,70,637,Monkeynaut IPA,American IPA,412,12
2040,0.064,75,2001,Fistful Of Hops Red,American IPA,25,16
2041,0.063,75,2000,Fistful of Hops Orange,American IPA,25,16
2042,0.064,75,1999,Fistful Of Hops Blue,American IPA,25,16
2043,0.064,75,1996,Fistful of Hops Green,American IPA,25,16
2047,0.075,77,1420,Grapefruit Jungle (GFJ),American IPA,25,16
2064,0.075,77,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16
2071,0.07,,1206,Red Clay IPA,American IPA,455,12
2072,0.072,,2543,Todd the Axe Man,American IPA,61,16
2075,0.073,69,1112,Overrated! West Coast Style IPA,American IPA,61,16
2076,0.075,90,329,WET,American IPA,61,16
2084,0.062,99,12,Furious,American IPA,61,16
2085,0.073,50,1242,Big Nose,American IPA,447,12
2093,0.064,,1710,SweetWater IPA,American IPA,49,12
2097,0.05,44,663,TailGate IPA,American IPA,449,24
2098,0.05,44,662,TailGate IPA,American IPA,449,12
2108,0.068,110,1017,Ethos IPA,American IPA,45,16
2120,0.063,60,101,Tallgrass IPA,American IPA,45,16
2121,0.068,,1433,Hat Trick Hop IPA,American IPA,409,16
2124,0.07,80,544,Old Elephant Foot IPA,American IPA,490,16
2126,0.07,,2448,Reactor,American IPA,7,16
2130,0.064,,827,Tempter IPA,American IPA,480,12
2143,0.07,,1810,Focal Banger,American IPA,272,16
2147,0.07,75,1199,Indian Paintbrush IPA,American IPA,457,12
2158,0.05,,2034,South Bay Session IPA,American IPA,33,16
2161,0.046,45,1749,Just IPA,American IPA,328,12
2176,0.062,82,2316,Hoodoo Voodoo IPA,American IPA,153,12
2178,0.06,50,1912,40 Mile IPA,American IPA,273,12
2184,0.065,,1222,Cropduster Mid-American IPA,American IPA,282,12
2192,0.058,36,951,Alloy,American IPA,17,16
2197,0.07,60,1755,Juke Joint IPA,American IPA,152,12
2203,0.073,87,1856,IPA & a Half,American IPA,291,12
2206,0.068,,1026,Preservation IPA,American IPA,474,16
2207,0.062,72,1938,Almanac IPA,American IPA,265,12
2210,0.057,,594,Triangle India Pale Ale,American IPA,524,12
2217,0.075,85,1509,Perpetual IPA,American IPA,97,12
2219,0.062,65,641,Hoppy Boy,American IPA,520,16
2221,0.075,63,2458,Chupahopra,American IPA,38,12
2223,0.041,41,2235,Day Hike Session,American IPA,190,12
2224,0.048,48,1661,Trailhead ISA,American IPA,190,12
2226,0.062,70,1659,Evo IPA,American IPA,190,12
2228,0.062,70,1173,Evolutionary IPA (2012),American IPA,190,12
2232,0.062,70,505,Evolutionary IPA (2011),American IPA,190,12
2233,0.048,48,482,Trailhead India Style Session Ale (2011),American IPA,190,12
2235,0.063,69,2497,Wobble,American IPA,74,16
2244,0.065,,642,Outlaw IPA (2015),American IPA,74,12
2253,0.04,42,1925,Trader Session IPA,American IPA,159,12
2254,0.073,83,1723,Hop Nosh IPA,American IPA,159,12
2257,0.073,82,1089,Hop Notch IPA (2013),American IPA,159,12
2261,0.06,75,2372,The Green Room,American IPA,126,16
2275,0.045,50,2190,Campside Session IPA,American IPA,202,16
2277,0.06,,1950,Dragonfly IPA,American IPA,202,16
2295,0.072,,79,Upslope India Pale Ale,American IPA,51,12
2297,0.065,70,381,Upstate I.P.W.,American IPA,546,12
2316,0.073,85,1603,Good Vibes IPA,American IPA,322,12
2318,0.04,37,1846,Wachusett Light IPA,American IPA,295,12
2319,0.06,55,1845,Green Monsta IPA,American IPA,295,12
2320,0.056,50,1844,Wachusett IPA,American IPA,295,12
2325,0.04,37,1029,Wachusett Light IPA (2013),American IPA,295,12
2328,0.06,55,618,Green Monsta IPA,American IPA,295,12
2330,0.052,67,2450,Self Starter,American IPA,94,16
2333,0.07,,2221,Flyin' Rye,American IPA,94,16
2337,,,652,West Sixth IPA,American IPA,100,12
2341,0.068,65,575,Westbrook IPA,American IPA,384,12
2344,0.058,55,1550,Charlie in the Rye,American IPA,351,12
2348,0.075,89,2343,O’Malley’s IPA,American IPA,132,12
2353,0.05,,2572,Hop Session,American IPA,47,12
2356,0.06,,1498,Super G IPA,American IPA,396,16
2379,0.074,83,762,Ace IPA,American IPA,509,16
2382,0.071,60,2148,#002 American I.P.A.,American IPA,211,12
2384,0.048,38,2146,#004 Session I.P.A.,American IPA,211,12
2386,0.062,61,1470,Ananda India Pale Ale,American IPA,239,12
2388,0.058,72,2627,Train Hopper,American IPA,14,12
2390,0.059,135,1676,Troopers Alley IPA,American IPA,344,12
2393,0.065,82,2417,4000 Footer IPA,American IPA,109,12
2395,0.065,69,1697,Be Hoppy IPA,American IPA,339,16
2396,0.069,69,2194,Worthy IPA,American IPA,199,12
2399,0.069,69,1512,Worthy IPA (2013),American IPA,199,12
